kjv_rid,bhs_rid,gnt_rid,lxx_rid,vul_rid
080015013,080015013,"",080015013,080015013
080015014,080015014,"",080015014,080015014
080015015,080015015,"",080015015,080015015
080015016,080015016,"",080015016,080015016
080015017,080015017,"",080015017,080015017
080015018,080015018,"",080015018,080015018
080015019,080015019,"",080015019,080015019
080015020,080015020,"",080015020,080015020
080015021,080015021,"",080015021,080015021
080015022,080015022,"",080015022,080015022
080015023,080015023,"",080015023,080015023
080015024,080015024,"",080015024,080015024
080015025,080015025,"",080015025,080015025
080015026,080015026,"",080015026,080015026
080015027,080015027,"",080015027,080015027
080015028,080015028,"",080015028,080015028
080015029,080015029,"",080015029,080015029
080015030,080015030,"",080015030,080015030
080015031,080015031,"",080015031,080015031
080015032,080015032,"",080015032,080015032
080015033,080015033,"",080015033,080015033
080015034,080015034,"",080015034,080015034
080015035,080015035,"",080015035,080015035
080015036,080015036,"",080015036,080015036
080015036,080015036,"",080015036,080015037
080015037,080015037,"",080015037,080015038
080015038,080015038,"",080015038,080015039
080015039,080015039,"",080015039,080015039
081001001,081001001,"",081001001,081001001
081001002,081001002,"",081001002,081001002
081001003,081001003,"",081001003,081001003
081001004,081001004,"",081001004,081001004
081001005,081001005,"",081001005,081001005
081001006,081001006,"",081001006,081001006
081001007,081001007,"",081001007,081001007
081001008,081001008,"",081001008,081001008
081001009,081001009,"",081001009,081001009
081001010,081001010,"",081001010,081001010
081001011,081001011,"",081001011,081001011
081001012,081001012,"",081001012,081001012
081001013,081001013,"",081001013,081001013
081001014,081001014,"",081001014,081001014
081001015,081001015,"",081001015,081001015
081001016,081001016,"",081001016,081001016
081001017,081001017,"",081001017,081001017
081001018,081001018,"",081001018,081001018
081001019,081001019,"",081001019,081001019
081001020,081001020,"",081001020,081001020
081001021,081001021,"",081001021,081001021
081001022,081001022,"",081001022,081001022
081001023,081001023,"",081001023,081001023
081001024,081001024,"",081001024,081001024
081001025,081001025,"",081001025,081001025
081001026,081001026,"",081001026,081001026
081001027,081001027,"",081001027,081001027
081001028,081001028,"",081001028,081001028
081001029,081001029,"",081001029,081001029
081001030,081001030,"",081001030,081001030
081001031,081001031,"",081001031,081001031
081001032,081001032,"",081001032,081001032
081001033,081001033,"",081001033,081001033
081001034,081001034,"",081001034,081001034
081001035,081001035,"",081001035,081001035
081001036,081001036,"",081001036,081001036
081001037,081001037,"",081001037,081001037
081001038,081001038,"",081001038,081001038
081001039,081001039,"",081001039,081001039
081001040,081001040,"",081001040,081001040
081001041,081001041,"",081001041,081001041
081001042,081001042,"",081001042,081001042
081001043,081001043,"",081001043,081001043
081001044,081001044,"",081001044,081001044
081001045,081001045,"",081001045,081001045
081001046,081001046,"",081001046,081001046
081001047,081001047,"",081001047,081001047
081001048,081001048,"",081001048,081001048
081001049,081001049,"",081001049,081001049
081001050,081001050,"",081001050,081001050
081001051,081001051,"",081001051,081001051
081001052,081001052,"",081001052,081001052
081001053,081001053,"",081001053,081001053
081001054,081001054,"",081001054,081001054
081001055,081001055,"",081001055,081001055
081001056,081001056,"",081001056,081001056
081001057,081001057,"",081001057,081001057
081001058,081001058,"",081001058,081001058
081002001,081002001,"",081002001,081002001
081002002,081002002,"",081002002,081002002
081002003,081002003,"",081002003,081002003
081002004,081002004,"",081002004,081002004
081002005,081002005,"",081002005,081002005
081002006,081002006,"",081002006,081002006
081002007,081002007,"",081002007,081002007
081002008,081002008,"",081002008,081002008
081002009,081002009,"",081002009,081002009
081002010,081002010,"",081002010,081002010
081002011,081002011,"",081002011,081002011
081002012,081002012,"",081002012,081002012
081002013,081002013,"",081002013,081002013
081002014,081002014,"",081002014,081002014
081002015,081002015,"",081002015,081002015
081002016,081002016,"",081002016,081002016
081002017,081002017,"",081002017,081002017
081002018,081002018,"",081002018,081002018
081002019,081002019,"",081002019,081002019
081002020,081002020,"",081002020,081002020
081002021,081002021,"",081002021,081002021
081002022,081002022,"",081002022,081002022
081002023,081002023,"",081002023,081002023
081002024,081002024,"",081002024,081002024
081002025,081002025,"",081002025,081002025
081002026,081002026,"",081002026,081002026
081002027,081002027,"",081002027,081002027
081002028,081002028,"",081002028,081002028
081002029,081002029,"",081002029,081002029
081002030,081002030,"",081002030,081002030
081002031,081002031,"",081002031,081002031
081003001,081003001,"",081003001,081003001
081003002,081003002,"",081003002,081003002
081003003,081003003,"",081003003,081003003
081003004,081003004,"",081003004,081003004
081003005,081003005,"",081003005,081003005
081003006,081003006,"",081003006,081003006
081003007,081003007,"",081003007,081003007
081003008,081003008,"",081003008,081003008
081003009,081003009,"",081003009,081003009
081003010,081003010,"",081003010,081003010
081003011,081003011,"",081003011,081003011
081003012,081003012,"",081003012,081003012
081003013,081003013,"",081003013,081003013
081003014,081003014,"",081003014,081003014
081003015,081003015,"",081003015,081003015
081003016,081003016,"",081003016,081003016
081003017,081003017,"",081003017,081003017
081003018,081003018,"",081003018,081003018
081003019,081003019,"",081003019,081003019
081003020,081003020,"",081003020,081003020
081003021,081003021,"",081003021,081003021
081003022,081003022,"",081003022,081003022
081003023,081003023,"",081003023,081003023
081003024,081003024,"",081003024,081003024
081004001,081004001,"",081004001,081004001
081004002,081004002,"",081004002,081004002
081004003,081004003,"",081004003,081004003
081004004,081004004,"",081004004,081004004
081004005,081004005,"",081004005,081004005
081004006,081004006,"",081004006,081004006
081004007,081004007,"",081004007,081004007
081004008,081004008,"",081004008,081004008
081004009,081004009,"",081004009,081004009
081004010,081004010,"",081004010,081004010
081004011,081004011,"",081004011,081004011
081004012,081004012,"",081004012,081004012
081004013,081004013,"",081004013,081004013
081004014,081004014,"",081004014,081004014
081004015,081004015,"",081004015,081004015
081004016,081004016,"",081004016,081004016
081004017,081004017,"",081004017,081004017
081004018,081004018,"",081004018,081004018
081004019,081004019,"",081004019,081004019
081004020,081004020,"",081004020,081004020
081004021,081004021,"",081004021,081004021
081004022,081004022,"",081004022,081004022
081004023,081004023,"",081004023,081004023
081004024,081004024,"",081004024,081004024
081004025,081004025,"",081004025,081004025
081004026,081004026,"",081004026,081004026
081004027,081004027,"",081004027,081004027
081004028,081004028,"",081004028,081004028
081004029,081004029,"",081004029,081004029
081004030,081004030,"",081004030,081004030
081004031,081004031,"",081004031,081004031
081004032,081004032,"",081004032,081004032
081004033,081004033,"",081004033,081004033
081004034,081004034,"",081004034,081004034
081004035,081004035,"",081004035,081004035
081004036,081004036,"",081004036,081004036
081004037,081004037,"",081004037,081004037
081004038,081004038,"",081004038,081004038
081004039,081004039,"",081004039,081004039
081004040,081004040,"",081004040,081004040
081004041,081004041,"",081004041,081004041
081004042,081004042,"",081004042,081004042
081004043,081004043,"",081004043,081004043
081004044,081004044,"",081004044,081004044
081004045,081004045,"",081004045,081004045
081004046,081004046,"",081004046,081004046
081004047,081004047,"",081004047,081004047
081004048,081004048,"",081004048,081004048
081004049,081004049,"",081004049,081004049
081004050,081004050,"",081004050,081004050
081004051,081004051,"",081004051,081004051
081004052,081004052,"",081004052,081004052
081004053,081004053,"",081004053,081004053
081004054,081004054,"",081004054,081004054
081004055,081004055,"",081004055,081004055
081004056,081004056,"",081004056,081004056
081004057,081004057,"",081004057,081004057
081004058,081004058,"",081004058,081004058
081004059,081004059,"",081004059,081004059
081004060,081004060,"",081004060,081004060
081004061,081004061,"",081004061,081004061
081004062,081004062,"",081004062,081004062
081004063,081004063,"",081004063,081004063
081005001,081005001,"",081005001,081005001
081005002,081005002,"",081005002,081005002
081005003,081005003,"",081005003,081005003
081005004,081005004,"",081005004,081005004
081005005,081005005,"",081005005,081005005
081005006,081005006,"",081005006,081005006
081005007,081005007,"",081005007,081005007
081005008,081005008,"",081005008,081005008
081005009,081005009,"",081005009,081005009
081005010,081005010,"",081005010,081005010
081005011,081005011,"",081005011,081005011
081005012,081005012,"",081005012,081005012
081005013,081005013,"",081005013,081005013
081005014,081005014,"",081005014,081005014
081005015,081005015,"",081005015,081005015
081005016,081005016,"",081005016,081005016
081005017,081005017,"",081005017,081005017
081005018,081005018,"",081005018,081005018
081005019,081005019,"",081005019,081005019
081005020,081005020,"",081005020,081005020
081005021,081005021,"",081005021,081005021
081005022,081005022,"",081005022,081005022
081005023,081005023,"",081005023,081005023
081005024,081005024,"",081005024,081005024
081005025,081005025,"",081005025,081005025
081005026,081005026,"",081005026,081005026
081005027,081005027,"",081005027,081005027
081005028,081005028,"",081005028,081005028
081005029,081005029,"",081005029,081005029
081005030,081005030,"",081005030,081005030
081005031,081005031,"",081005031,081005031
081005032,081005032,"",081005032,081005032
081005033,081005033,"",081005033,081005033
081005034,081005034,"",081005034,081005034
081005035,081005035,"",081005035,081005035
081005036,081005036,"",081005036,081005036
081005037,081005037,"",081005037,081005037
081005038,081005038,"",081005038,081005038
081005039,081005039,"",081005039,081005039
081005040,081005040,"",081005040,081005040
081005041,081005041,"",081005041,081005041
081005042,081005042,"",081005042,081005042
081005043,081005043,"",081005043,081005043
081005044,081005044,"",081005044,081005044
081005045,081005045,"",081005045,081005045
081005046,081005046,"",081005046,081005046
081005047,081005047,"",081005047,081005047
081005048,081005048,"",081005048,081005048
081005049,081005049,"",081005049,081005049
081005050,081005050,"",081005050,081005050
081005051,081005051,"",081005051,081005051
081005052,081005052,"",081005052,081005052
081005053,081005053,"",081005053,081005053
081005054,081005054,"",081005054,081005054
081005055,081005055,"",081005055,081005055
081005056,081005056,"",081005056,081005056
081005057,081005057,"",081005057,081005057
081005058,081005058,"",081005058,081005058
081005059,081005059,"",081005059,081005059
081005060,081005060,"",081005060,081005060
081005061,081005061,"",081005061,081005061
081005062,081005062,"",081005062,081005062
081005063,081005063,"",081005063,081005063
081005064,081005064,"",081005064,081005064
081005065,081005065,"",081005065,081005065
081005066,081005066,"",081005066,081005066
081005067,081005067,"",081005067,081005067
081005068,081005068,"",081005068,081005068
